TEXT	TRANSLATION
"Error change (epsilon)"	"Erro de alteração (Epsilo)"
"Error in Formula"	"Erro na fórmula"
"Error in Trend Calculation"	"Erro no cálculo de tendência"
"Error in formula"	"Erro na fórmula"
"Error parsing attribute fields: can't convert to number"	"Erro ao analisar campos de atributo: não pode converter-se ao número"
"Error parsing attribute fields: can't convert to number!"	"Erro ao analisar campos de atributo: não pode converter-se ao número!"
"Error parsing attribute fields: field index out of range"	"Erro ao analisar campos de atributo: índice de campo fora de alcance"
"Error parsing attribute fields: field index out of range!"	"Erro ao analisar campos de atributo: índice de campo fora de alcance!"
"Error parsing field type: can't convert to number"	"Erro de tipo de campo de análise: não pode converter-se ao número"
"Error: Continue anyway ?"	"Erro: Continuar mesmo assim?"
"Errors"	"Erros"
"Estimated Noise (absolute)"	"Ruído estimado (absoluto)"
"Estimated Noise (relative)"	"Ruído estimado (relativo)"
"Estimated noise in units of input data"	"Ruído estimado em unidades de dados de entrada"
"Estimated noise relative to mean standard deviation"	"Estimar ruído em relação ao desvio médio padrão"
"Et/Eo, ratio of actual to potential evapotranspiration"	"Et/Eo, relação entre evapotranspiração real e potencial"
"Euclidean"	"Euclidiana"
"EvP1 Name"	"Nome EvP1"
"EvP2 Name"	"Nome EvP2"
"EvP3 Name"	"Nome EvP3"
"Evaluierungspunkt 1 [Default: Elbe5000]"	"Avaliação do ponto 1 [Padrão: Elbe5000]"
"Evaluierungspunkt 2 [Default: Elbe5000]"	"Avaliação do ponto 2 [Padrão: Elbe5000]"
"Evaluierungspunkt 3 [Default: Elbe5000]"	"Avaliação do ponto 3 [Padrão: Elbe5000]"
"Evapotranspiration"	"Evapotranspiração"
"Evapotranspiration [m / dt]"	"Evapotranspiração [m / dt]"
"Exact"	"Exato"
"Exaggeration"	"Exagero"
"Exaggeration Factor"	"Fator de exagero"
"Exaggeration Z"	"Exagero em Z"
"Exclude No-Data Area"	"Excluir Area Sem-dados"
"Exclude NoData Cells"	"Excluir células SemDados"
"Execute"	"Executar"
"Execute SQL"	"Execute SQL"
"Execute Tool"	"Excluir ferramenta"
"Executing tool"	"Excluindo ferramenta"
"Execution"	"Execução"
"Execution has been stopped by user!"	"A execução foi interrompida pelo usuário!"
"Exit"	"Sair"
"Exit SAGA"	"Sair do SAGA"
"Expand"	"Expandir"
"Expand Options"	"Expandir opções"
"Expand and Shrink"	"Expandir e encolher"
"Exponent"	"Expoente"
"Exponent for distance weighting (0.0-4.0)"	"Expoente de ponderação de distância (0,0-4,0)"
"Exponential"	"Exponencial"
"Export"	"Exportar"
"Export Atlas Boundary File"	"Exportar arquivo de limite de Atlas"
"Export ESRI Arc/Info Grid"	"Exportar grade ESRI Arc/Info"
"Export GPX"	"Exportar GPX"
"Export GStat Shapes"	"Exportar Shapes GStat "
"Export GeoTIFF"	"Exportar GeoTIFF"
"Export Grid to KML"	"Exportar grade para KML"
"Export Grid to XYZ"	"Exportar grade para XYZ"
"Export Image (bmp, jpg, pcx, png, tif)"	"Exportar Imagem (bmp, jpg, pcx, png, tif)"
"Export LAS Files"	"Exportar Arquivos LAS"
"Export Point Cloud to Text File"	"Exportar nuvem de pontoss para arquivo de texto"
"Export Raster"	"Exportar raster"
"Export Raster to PostGIS"	"Exportar Raster para PostGIS"
"Export Scalable Vector Graphics (SVG) File"	"Exportar arquivos Scalable Vector Graphics (SVG)"
"Export Shapes"	"Exportar shapes"
"Export Shapes to Generate"	"Exportar Shapes para geração"
"Export Shapes to KML"	"Exportar shapes para KML"
"Export Shapes to PostGIS"	"Exportar Shapes para PostGIS"
"Export Shapes to XYZ"	"Exportar Shapes para XYZ"
"Export Simple Features to Well Known Text"	"Exportar feições simples para Texto Bem Conhecido"
"Export Surfer Blanking File"	"Exportar arquivo Surfer Blanking"
"Export Surfer Grid"	"Exportar grade Surfer"
"Export TIN to Stereo Lithography File (STL)"	"Exportar TIN para Stereo Lithography File (STL)"
"Export Table"	"Exportar tabela"
"Export Text Table"	"Exportar Tabela de Texto"
"Export True Color Bitmap"	"Exportar Cor verdadeira em Bitmap"
"Export WASP terrain map file"	"Exportar arquvo de mapa de terreno WASP"
"Export WRF Geogrid Binary Format"	"Exportar em formato binário de grade WRF"
"Export to File"	"Exportar para arquivo"
"Expression"	"Expressão"
"Extended Neighourhood"	"Vizinhança estendida"
"Extensions"	"Extensões"
"Extent"	"Extensão"
"Extent Definition"	""
"Extent [Cut]"	"Extensão [Cut]"
"Extents"	"Extensão"
"Exterior Orientation Parameters"	"Parâmetros de orientação exterior"
"Extreme"	"Extremo"
"Eye Distance"	"Distância de perspectiva"
"Eye Distance [Degree]"	"Distância de perspectiva [Grau]"
"F-statistic"	"F-statistica"
"FACE_A"	"FACE_A"
"FACE_B"	"FACE_B"
"FLOW"	"FLUXO"
"FS 1-1.5"	"FS 1-1.5"
"FS 1.5-3"	"FS 1.5-3"
"FS 3-6"	"FS 3-6"
"FS <1"	"FS <1"
"FS >6"	"FS >6"
"Faces"	"Faces"
"Factor"	"Fator"
"Fade Color Count"	"Contagem de Desbotamento"
"Fahrenheit to Celsius"	"Fahrenheit para Celsius"
"Failure"	"Falha"
"False Easting"	"Falso leste"
"False Easting [m]"	"Falso leste [m]"
"False Northing"	"Falso norte"
"False Northing [m]"	"Falso leste"
"Fast Representativeness"	"Representatividade rápida"
"Feature"	"Feição"
"Feature Importances"	"Feições importantes"
"Feature Probabilities"	"Probabilidades de feições"
"Feature Selection"	"Seleção de feições"
"Features"	"Feições"
"Features Grid"	"Grade de feições"
"Features are all pixels different not representing no-data."	"Feições são todos os pixels diferentes que não sejam sem-dados."
"Features per Node"	"Feições por nó"
"February"	"Fevereiro"
"Feigenbaum's Bifurcation"	"Bifurcação de Feigenbaum"
"Ferhat Bingöl (c) 2009"	"Ferhat Bingöl (c) 2009"
"Field"	"Campo"
"Field %d: Name=\"	"Campo %d: Nome=\"
"Field (ID)"	"Campo (ID)"
"Field (Name)"	"Campo (Nme)"
"Field Capacity [mm]"	"Capacidade do campo [mm]"
"Field Definition"	"Definição do campo"
"Field Description"	"Descrição do campo"
"Field Identifier"	"Identificador do campo"
"Field Name"	"Nome do campo"
"Field Names"	"Nomes do campo"
"Field Naming"	"Nomear campo"
"Field Properties"	"Propriedades do campo"
"Field Separator"	"Separador do campo"
"Field Statistics"	"Estatísticas do campo"
"Field Type"	"Tipo do campo"
"Field Types"	"Tipos do campo"
"Field data type"	"Tipo de dados do campo"
"Field for Summary"	"Campo para resumo"
"Field numbers (starting from 1) of the attributes to copy, separated by semicolon; fields one to three (x;y;z) are mandatory."	"Números de campo (a partir de 1) dos atributos a serem copiados, separados por ponto e vírgula; campos de um a três (x, y, z) são obrigatórios."
"Field with identifier."	"Campo com o identificador."
"Field with measure information."	"Campo com informações de medida."
"Field with x-coordinate."	"Campo com coordenada x"
"Field with y-coordinate."	"Campo com coordenada y"
"Field with z-coordinate information."	"Campo com informações da coordenada z."
"Field with z-coordinate."	"Campo com z-coordenadas."
"Fields"	"Campos"
"Fields Visited"	"Campos Visitados"
"Fields for diagram"	"Campos para diagrama"
"Figure"	"Figura"
"File"	"Arquivo"
"File Cache"	"Arquivo de cache"
"File Cache [MB]"	"Arquivo de cache [MB]"
"File Caching"	"Arquivo no cache"
"File Name"	"Nome do Arquivo"
"File Paths"	"Caminhos de arquivo"
"File System"	"Sistema de arquivos"
"File contains headline"	"Arquivo contendo cabeçalho"
"File does not exist:"	"Arquivo inexistente:"
"File error"	"Erro no arquivo"
"File path"	"Caminho do arquivo"
"File signature is not 'LASF'!"	"Assinatura de arquivo não é 'LASF'!"
"File with Coefficients"	"Arquivo com Coeficientes"
"Filename"	"Nome do arquivo"
"Filepath"	"Caminho do arquivo"
"Files"	"Arquivos"
"File|ESRI E00"	"Arquivo|ESRI E00"
"File|GPS Import"	"Arquivo|ImportarGPS"
"File|Grid"	"Arquivo|Grade"
"File|Reports"	"Arquivo|Relatórios"
"File|Shapes"	"Arquivo|Shapes"
"File|Table"	"Arquivo|Tabela"
"File|Tables"	"Arquivo|Tabelas"
"File|Virtual"	"Arquivo|Virtual"
"Fill Color"	"Cor de preenchimento"
"Fill Color 1"	"Cor de preenchimento 1"
"Fill Color 2"	"Cor de preenchimento 2"
"Fill Gaps in Records"	"Preencher as lacunas nos registros"
"Fill Increment"	"Preencher Incremento"
"Fill NoData"	"Preencher SemDados"
"Fill Sinks"	"Preencher dissipadores"
"Fill Sinks (Planchon/Darboux, 2001)"	"Preencher dissipadores (Planchon/Darboux, 2001)"
"Fill Sinks (QM of ESP)"	"Preencher vazios (QM of ESP)"
"Fill Sinks (Wang & Liu)"	"Preencher dissipadores (Wang & Liu)"
"Fill Sinks XXL (Wang & Liu)"	"Preencher dissipadores XXL (Wang & Liu)"
"Fill Style"	"Estilo de preenchimento"
"Fill Value"	"Valor de preenchimento"
"Filled DEM"	"MDE preenchido"
"Filling small holes in clouds..."	"Encher pequenos buracos nas nuvens ..."
"Filter"	"Filtro"
"Filter (Perego 2009)"	"Filtro (Perego 2009)"
"Filter Clumps"	"Filtro aglomerado"
"Filter Criterion"	"Critério do filtro"
"Filter Matrix"	"Matriz do filtro"
"Filtered"	"Filtrado"
"Filtered DTM"	"DTM filtrado"
"Filtered Grid"	"Grade filtrada"
"Filtered Image"	"Imagem filtrada"
"Filtered Points"	"Pontos filtrados"
"Filtered mask will be created automatically ..."	"Máscara filtrada será criada automaticamente"
"Final Parameters"	"Parâmetros finais"
"Final State"	"Estado final"
"Final aspect-slope grid."	"Aspecto final da grade de declive."
"Final processing..."	"Processamento final ..."
"Finalize"	"Finalizar"
"Find Field of Extreme Value"	"Encontrar o campo de valor extremo"
"Find Outlets"	"Encontrar saídas"
"Find Pits"	"Encontrar fossas"
"Find and Run Tool"	"Encontrar e iniciar ferramenta"
"Fire Length"	"Comprimento do fogo"
"Fire Length (min)"	"Comprimento do fogo (min)"
"Fire Risk Analysis"	"Análise de risco de incêndio"
"Fire Spreading Analysis"	"Análise de espalhamento do fogo"
"First Class"	"Primeira classe"
"First Day"	"Primeiro dia"
"First Derivative is singular! Probably the shape containes consecutive identical points.\n\n"	"Primeira derivada é singular! Provavelmente, a forma é de contentores de pontos idênticos consecutivos.\n\n"
"First input grid"	"Primeira grade de entrada"
"Fit"	"Ajustar"
"Fit Color Palette to Grid Values"	"Ajustar a paleta de cores para caber nos valores da grade"
"Fit Column Sizes"	"Ajustar tamanhos de coluna"
"Fit Diagram to Window"	"Ajustar diagrama à janela"
"Fit Map Scale"	"Ajustar escala do mapa"
"Fit N Points to shape"	"Moldar N pontos de ajuste"
"Fit Row Sizes"	"Ajustar tamanhos de linha"
"Fit Scale..."	"Ajustar escala"
"Fit Size to Window"	"Ajustar tamanho à janela"
"Fitting range"	"Ajustando alcance"
"Fixed Interval (Degree)"	"Intervalo corrigido (Graus)"
"Fixed Maximum"	"Máximo corrigido"
"Fixed Minimum"	"Mínimo corrigido"
"Fixed Time Span (minutes)"	"Intervalo de Tempo corrigido (minutos)"
"Fixed Time Span Offset (minutes)"	"Intervalo de tempo de deslocamento corrigido (minutos)"
"Fixed angle"	"Ângulo corrigido"
"Fixed value to be replaced"	"Valor corrigido para ser substituido"
"Fixed|Cell value|"	"Corrigido!valor da célula!"
"Flaechenverbrauch-Auswahl (FvA)"	"Flaechenverbrauch-Auswahl (FvA)"
"Flame Length"	"Comprimento da chama"
"Flame Length (m)"	"Comprimento da chama (m)"
"Flat Area Threshold"	"Área de Limiar plano"
"Flat Area Values"	"Valores de área plana"
"Flat Areas"	"Áreas planas"
"Flat Detection"	"Detecção de plano"
"Flats"	"Aplainamentos"
"Flatten Polygon Layer"	"Camada de nivelamento de polígono"
"Flattening"	"Aplainamento"
"Flattening (f)"	"Aplainamento (f)"
"Floating Point (4 byte)"	"Ponto flutuante (4 byte)"
"Floating Point (8 byte)"	"Ponto flutuante (8 byte)"
"Floating point"	"Ponto flutuante"
"Flooded digital elevation model"	"Modelo digital de elevação Inundado"
"Flow"	"Fluxo"
"Flow Accumulation"	"Acumulação de fluxo"
"Flow Accumulation (Flow Tracing)"	"Acumulação de Fluxo (Rastreamento de fluxo)"
"Flow Accumulation (Mass-Flux Method)"	"Acumulação de fluxo (Método Mass-Flux)"
"Flow Accumulation (Parallel)"	"Acumulação de fluxo (Paralelo)"
"Flow Accumulation (QM of ESP)"	"Fluxo acumulado (QM of ESP)"
"Flow Accumulation (Recursive)"	"Acumulação de Fluxo (Recursive)"
"Flow Accumulation (Top-Down)"	"Acumulação de Fluxo (Top-Down)"
"Flow Accumulation (Trace)"	"Acumulação de fluxo (rastreamento)"
"Flow Accumulation Unit"	"Unidade de acumulação de fluxo"
"Flow Algorithm"	"Algorítimo de fluxo"
"Flow Connectivity"	"Conectividade de fluxo"
"Flow Correction"	"Correção de fluxo"
"Flow Depth"	"Profundidade de fluxo"
"Flow Depth (actual flow velocity)"	"Profundidade de fluxo (velocidade do fluxo real)"
"Flow Depth Grid (m)"	"Grade de profundidade de fluxo (m)"
"Flow Direction"	"Direção de fluxo"
"Flow Direction (up and down)"	"Direção de fluxo (acima e abaixo)"
"Flow Direction Algorithm"	"Algorítimo de direção de fluxo"
"Flow Directions"	"Direções de fluxo"
"Flow Distance"	"Distância de fluxo"
"Flow Distances"	"Distâncias de fluxo"
"Flow Distribution"	""
"Flow Line Curvature"	"Linha de curvatura de fluxo"
"Flow Lines"	"Linhas de fluxo"
"Flow Path Length"	"Comprimento de linha de fluxo"
"Flow Path Profile"	"Perfil de caminho de fluxo"
"Flow Routing Algorithm"	"Algor´timo de roteamento de fluxo"
"Flow Sinuosity"	"Sinuosidade de fluxo"
"Flow Split Method"	"Método de fluxo dividido"
"Flow Threshold"	"Limiar de fluxo"
"Flow Travel Time"	"Tempo de deslocamento de fluxo"
"Flow Width"	"Largura de fluxo"
"Flow Width and Specific Catchment Area"	"Largura de fluxo e área de influência específica"
"Flow at Gauges"	"Medidores de fluxo"
"Flow threshold, given as amount of cells, above which flow transport is unlimited. Ignored if range equals zero."	"Limiar de fluxo, dado como a quantidade de células, acima do qual o fluxo de transporte é ilimitado. Ignorado se o alcance(gama) igual a zero."
"Flux"	"Fluxo"
"Flux out of each cell, i.e. everything accumulated so far."	"Fluxo de cada célula, ou seja, tudo acumulado até o momento."
"Flying Height"	"Altura do vôo"
"Focal Length [mm]"	"Distância Focal [mm]"
"Folder"	"Pasta"
"Folder for PDF Files"	"Pasta para arquivos PDF"
"Font"	"Fonte"
"Font size given as percentage of map size."	"Tamanho da fonte dado em porcentagem do tamanho do mapa."
"Foot Hollow"	"Cavidade de base"
"Foot Slope"	"Declive de cavidade"
"Foot Spur"	"Espora de cavidade"
"Format"	"Formato"
"Formula"	"Fórmula"
"Forward"	"À frente"
"Forward Diagonal"	"Diagonal em avanço"
"Forward [Page Up]"	"À frente [Página acima]"
"Forward diagonal hatch"	"Escotilha de diagonal a frente"
"Fourier Filter (ViGrA)"	"Filtro de Fourier (Vigra)"
"Fourier Transform (Real, ViGrA)"	"Transformação de Fourier (Real, Vigra)"
"Fourier Transform (ViGrA)"	"Transformação de Fourier (Vigra)"
"Fourier Transform Inverse (ViGrA)"	"Transformação Inversa de Fourier (Vigra)"
"Fourier Transformation (Imaginary)"	"Transformação de Fourier (imaginário)"
"Fourier Transformation (OpenCV)"	"Transformação de Fourier (OpenCV)"
"Fourier Transformation (Real)"	"Transformação de Fourier (Real)"
"Fractal Dimension"	"Dimensão fractal"
"Fractal Dimension of Grid Surface"	"Dimensão fractal da grade de superfície"
"Fractal Type"	"Tipo fractal"
"Fractals"	"Fractais"
"Fragmentation"	"Fragmentação"
"Fragmentation (Alternative)"	"Fragmentação (alternativa)"
"Fragmentation (Standard)"	"Fragmentação (Padrão)"
"Fragmentation Analysis"	"Análise de Fragmentação"
"Fragmentation Classes from Density and Connectivity"	"Classes de fragmentação para densidade e conectividade"
"Fragmentation Index"	"Índice de fragmentação"
"Frame"	"Moldura"
"Frame Coordinates"	"Coordenadas do quadro"
"Frame Size"	"Tamanho do quadro"
"Frame Width"	"Largura do quadro"
"Frame Width [Pixels]"	"Largura do quadro [pixels]"
"Frequency"	"Frequência"
"From"	"A partir"
"Fuel Model"	"Modelo de combustível"
"Full path to the directory for the output grids of each model step"	"Caminho completo para o diretório para grades de cada etapa do modelo de saída"
"Function"	"Função"
"Function Fit"	"Ajuste de função"
"Function Fitting Range"	"Ajustar função de faixa (Range)"
"Function Parameters"	"Parâmetros da Função"
"Function Plotter"	"Função plotadora"
"Function failed because no attributes are available"	"A função falhou porque há atributos que não estão disponíveis"
"Fuzzified"	"Fuzificado"
"Fuzzified Grid"	"Grade fuzificado"
"Fuzzify"	"Fuzificação"
"Fuzzy Intersection (AND)"	"Interseção Fuzzy (E)"
"Fuzzy Landform Element Classification"	"Elemento de classificação de relevo distorcido"
"Fuzzy Logic"	"Lógica difusa"
"Fuzzy Union (OR)"	"União Fuzzy (OU)"
"G"	"G"
"GC, Ground cover expressed as a portion [between 0-1] of the soil surface protected by vegetation or crop cover on the ground"	"GC, cobertura do solo expressa como uma porção [entre 0-1] da superfície do solo protegido por vegetação ou plantas de cobertura no solo"
"GDAL/OGR"	"GDAL/OGR"
"GE / GR"	"GE / GR"
"GE / V"	"GE / V"
"GE / X"	"GE / X"
"GPS Exchange Format (*.gpx)"	"Formato de troca de GPS(* .gpx)"
"GPS Tools"	"Ferramentas de GPS"
"GPSBabel"	"GPSBabel"
"GPSBabel path"	"Caminho GPSBabel"
"GPX Import"	"Importar GPX"
"GPX file"	"Arquivo GPX"
"GPX files (*.gpx)|*.gpx|All Files|*.*"	"Arquivos GPX (*.gpx)|*.gpx|Todos os arquivos|*.*"
"GPX to shapefile"	"GPX para arquivo de shape"
"GREEN_BLUE"	"GREEN_BLUE"
"GREEN_GREY_BLUE"	"GREEN_GREY_BLUE"
"GREEN_RED_BLUE"	"GREEN_RED_BLUE"
"GRID"	"GRADE"
"GStat Files (*.gstat)"	"Arquivos GStat (*.gstat)"
"GStat shapes format export."	"Exportar em formato de shapes GStat"
"GStat shapes format import."	"Importar em formato de shapes GStat"
"GWR"	"GWR"
"GWR Intercept"	"Interceptação GWR"
"GWR Quality"	"Qualidade GWR"
"GWR Regression"	"Regressão GWR"
"GWR Slope"	"Declive GWR"
"GWR for Grid Downscaling"	"GWR pra grade com redução de escala"
"GWR for Multiple Predictor Grids"	"GWR para grades de preditores multiplos"
"GWR for Multiple Predictors"	"GWR para rasters de preditores multiplos"
"GWR for Multiple Predictors (Gridded Model Output)"	"GWR para preditores multiplos (Saída Modelo Gradeado)"
"GWR for Single Predictor (Gridded Model Output)"	"GWR para preditores simples (Saída modelo de grade)"
"GWR for Single Predictor Grid"	"GWR para grades de preditores simples"
"Gain"	"Ganho"
"Gain (H/L) of all Landsat ETM+ bands (1-5,61,62,7,8)"	"Ganho (H/L) de todas as bandas Landsat ETM+ (1-5,61,62,7,8)"
"Game Level"	"Nível do jogo"
"Games"	"Jogos"
"Gamma"	"Gama"
"Garden"	"Horta"
"Garden|Introducing Module Programming"	"Horta|Apresentando Programação do Módulo"
"Garden|Recreations|Fractals"	"Horta|Recreações|Fractais"
"Garden|Recreations|Games"	"Horta|Recreações|Jogos"
"Garden|Tool Chain Examples"	""
"Garden|Web Service Data Access"	"Horta|Acesso a dados de serviço Web"
"Gauges"	"Medidores"
"Gaussian"	"De Gauss"
"Gaussian Filter"	"Filtragem Gaussiana"
"Gaussian Filtering"	"Filtragem de Gauss"
"Gaussian Landscape"	"Paisagem de Gauss"
"Gaussian Landscapes"	"Paisagens de Gauss"
"Gaussian and Exponential Weighting Bandwidth"	"Ponderação de largura de banda de Gauss e exponencial"
"Gc"	"Gc"
"General"	"Geral"
"General Curvature"	"Curvatura geral"
"General Settings"	"Configurações gerais"
"Generalisation"	"Generalização"
"Generalization"	""
"Generalized Surface"	"Superfície generalizada"
"Generate Shapes"	"Gerar shapes"
"Generated Shapefile."	"Arquivos de shapes gerado"
"Geo-Reference"	"Georeferência"
"GeoTIFF (*.tif)"	"GeoTIFF (*.tif)"
"GeoTIFF Files"	"Arquivos GeoTIFF"
"GeoTRANS"	"GeoTRANS"
"GeoTRANS engine initializing error!\n\nPlease check your data path settings!"	"Erro ao inicializar mecanismo de GeoTRANS!\n\nPor favor verifique suas configurações de caminho de dados!"
"GeoTrans (Grid)"	"GeoTrans (Grade)"
"GeoTrans (Shapes)"	"GeoTrans (Shapes)"
"Geocentric Coordinate System"	"Sistema de coordenadas geocêntricas"
"Geodesic Morphological Reconstruction"	"Reconstrução morfológica geodésica"
"Geodetic"	"Geodésico"
"Geographic Coordinate Grids"	"Grade de Coordenadas Geográficas"
"Geographic Coordinate System"	"Sistema de Coordenadas Geográficas"
"Geographic Coordinate Systems"	"Sistema de Coordenadas Geográficas"
"Geographic Coordinates"	"Coordenadas geográficas"
"Geographic Distances"	"Distâncias geográficas"
"Geographic Distances (Pair of Coordinates)"	"Distâncias geográficas (Par de coordenadas)"
"Geoid"	"Geoide"
"Geometric Figures"	"Figuras geométricas"
"Geometry Type"	"Tipo de geometria"
"Geoprocessing"	"Geoprocessamento"
"Georeferencing"	"Georeferenciamento"
"Get CRS Definition from..."	"Obter o CRS de definição para..."
"Get Extent for ..."	"Obter extensão para ..."
"Get Grid from Virtual Point Cloud"	"Obter a grade da nuvem de pontos virtual"
"Get Heights from ..."	"Obter alturas para ..."
"Get Independent Variable from ..."	"Obter variável independente para ..."
"Get Shapes Extents"	"Obter extensão das formas"
"Get Subset from Virtual Point Cloud"	"Obter subconjunto da nuvem virtual de pontos"
"Get table from MySQL server.\n"	"Obter a tabela do servidor MySQL.\n"
"Get the current cell's column/row index"	"Obter índice da célula atual que está na coluna/linha"
"Get the x/y coordinates for the current cell"	"Obter as coordenadas x/y para a célula atual"
"Gini Decrease"	"Diminuir Gini"
"Global Irradiation"	"Irradiação global"
"Global Moran's I for Grids"	"Global Moran's I para grades"
"Globe Viewer for Grids"	"Visualizador do globo para grades"
"Gnomonic"	"Gnomónico"
"Google Hybrid"	""
"Google Map"	""
"Google Satellite"	""
"Google Terrain"	""
"Google Terrain, Streets and Water"	""
"Gpx2shp path"	"Caminho Gpx2shp "
"Gradient"	"Gradiente"
"Gradient Calculation"	"Cálculo de gradiente"
"Gradient Difference"	"Diferênca de gradiente"
"Gradient Vector from Cartesian to Polar Coordinates"	"Coordenadas polares para coordenadas cartesianas de vetores"
"Gradient Vector from Polar to Cartesian Coordinates"	"Coordenadas gradiente polar para cartesianas"
"Gradient Vectors"	"Vetores de gradiente"
"Gradient Vectors from Direction and Length"	"Vetores gradiente de direção e comprimento"
"Gradient Vectors from Directional Components"	"Componentes direcionais de gradientes de vetores"
"Gradient Vectors from Surface"	"Vetores de gradiente de superfície"
"Gradient threshold"	"Limiar de gradiente"
"Gradients"	"Gradientes"
"Graduated"	"Graduado"
"Graduated Colors"	"Cores graduadas"
"Graduated Colours"	"Cores graduadas"
"Graticule"	"Gratícula"
"Gray Scale Image"	"Escala de imagens de cinza"
"Great Elliptic"	"Grande elíptica"
"Greater than"	"Maior que"
"Green"	"Verde"
"Green (TM 3)"	"Verde (TM 3)"
"Green-Ampt Infiltration"	"Infiltração Verde Ampt "
"Greenness"	"Cor verde"
"Grid"	"Grade"
"Grid 1"	"Grade 1"
"Grid 2"	"Grade 2"
"Grid Buffer"	"Buffer para grade"
"Grid Calculator"	"Calculador de Grade"
"Grid Cell Index"	"Índice células de grade"
"Grid Difference"	"Diferença de grade"
"Grid Division"	"Divisão de grade"
"Grid Generation"	"Geração de grade"
"Grid List"	"Lista de grade"
"Grid Manager"	"Gerenciador de grade"
"Grid Masking"	"Mascara de grade"
"Grid Normalisation"	"Normalização de grade"
"Grid Project"	"Projeto de grade"
"Grid Proximity Buffer"	"Buffer de proximidade para grade"
"Grid Skeletonization"	"Setorização de grade"
"Grid Spacing (Map Units)"	"Espaçamento da grade (unidades do mapa)"
"Grid Standardisation"	"Grade de normalização"
"Grid Statistics"	"Estatísticas para grades"
"Grid Statistics for Points"	"Estatística para grade de pontos"
"Grid Statistics for Polygons"	"Estatística de grades para polígonos"
"Grid System"	"Sistema da grade"
"Grid System Extent"	"Extensão do sistema da grade"
"Grid System Fit"	"Ajustar sistema da grade"
"Grid Systems"	"Sistemas de grade"
"Grid Tools"	"Ferramentas de grade"
"Grid Type"	"Tipo de grade"
"Grid Value Request"	"Solicitação de valor da grade"
"Grid Values"	"Valores da grade"
"Grid Values [Cells]"	"Valores da grade [Células]"
"Grid Values [Nodes]"	"Valores da grade [Nós]"
"Grid Values to Points"	"Valores de grade para pontos"
"Grid Values to Points (randomly)"	"Valores de grade para pontos (aleatoreamente)"
"Grid View Settings"	"Configurações de visualização de grade"
"Grid Volume"	"Volume da grade"
"Grid based or related calculations."	"Grade baseada ou cálculos relacionados"
"Grid defining the zones to analyse. This grid also acts as a mask. Coding: NoData / categorial values."	"Definindo as zonas a serem analisadas na grade. Esta grade também atua como uma máscara. Codificação: Valores SemDados/categorias."
"Grid describing the AOI."	"Descrição de grade do AOI."
"Grid describing the state of each cell at timestep t + 1."	"Descrevendo o estado de cada célula da grade no timestep t + 1."
"Grid describing the state of each cell at timestep t."	"Descrevendo o estado de cada célula da grade no timestep t."
"Grid file could not be saved."	"O arquivo de grade não pôde ser salvo."
"Grid list"	"Lista de grade"
"Grid range"	"Alcance da grade"
"Grid spacing used for the construction of correlated points [map units]"	"Espaçamento da grade utilizado para a construção de pontos correlacionados [unidades do mapa]"
"Grid system"	"Sistema de grade"
"Grid to TIN"	"Grade para TIN"
"Grid to TIN (Surface Specific Points)"	"Grade para TIN (superfície de pontos específicos)"
"Grid to filter"	"Grade para filtrar"
"Grid to reclassify"	"Grade para reclassificar"
"Grid value equals low value"	"O valor da grade é igual ao valor abaixo"
"Grid with category of nearest source cell [Category]"	"Grade com categoria de célula de origem mais próxima [da categoria]"
"Grid with euclidian distance to nearest source cell [grid units]"	"Grade com distância euclidiana a célula de origem mais próxima [unidades do raster]"
"Grid with features to be buffered [Category/NoData]"	"Grade com feições que devem ser colocados o buffer [Categoria/SemDados]"
"Grid with features to be buffered."	"Grade com feições a terem o buffer"
"Grid with the input values to accumulate."	"Grade com valores de entrada para acumular."
"Grid(s)"	"Grade(s)"
"Gridding"	"Grindagem"
"Gridding of Points"	""
"Grids"	"Grades"
"Grids Product"	"Produtos de grades"
"Grids Sum"	"Soma de grades"
"Grids from classified grid and table"	"Grades de classificação de grade e tabela"
"Grids from different Systems"	"Grades de diferentes sistemas"
"Grids to analyse"	"Grades para análise"
"Grids to request"	"Grades para requisição"
"Grids used to delineate the UCUs. Coding: NoData / categorical values."	"Grades usadas para delineamento de UCUs. Coding: SemDados / valores de categorias."
"Grids with continuous data, statistics are calculated for each grid. Coding: NoData / continuous values."	"Grades com dados contínuos, as estatísticas são calculadas para cada raster. Codificação: SemDados / valores contínuos."
"Grid|Analysis"	"Grade|Análises"
"Grid|Analysis|Travel Time Analysis"	""
"Grid|Calculus"	"Grade|Cálculos"
"Grid|Export"	"Grade|Exportar"
"Grid|Filter"	"Grade|Filtro"
"Grid|Gridding"	"Grade|Criação de grade"
"Grid|Import"	"Grade|Importar"
"Grid|Tools"	"Grade|Ferramentas"
"Ground cover"	"Cobertura do solo"
"Group A"	"Grupo A"
"Group B"	"Grupo B"
"Group by"	"Agrupar por"
"Grow Factor"	"Fator de crescimento"
"Gs"	"Gs"
"Gz"	"Gz"
"HTML"	"HTML"
"Hafer"	"Hafer"
"Half the size of the moving window [vertex count], controls smoothing sensitivity."	"Metade do tamanho da janela móvel [contagem devértice], controles de suavização de sensibilidade."
"Halo Width"	"Largura de auréola"
"Has Field Names"	"Dispõe nomes de campo"
